rank,id,asset_id,attributes/0/traitType,attributes/0/value,attributes/0/percentage,attributes/1/traitType,attributes/1/value,attributes/1/percentage,attributes/2/traitType,attributes/2/value,attributes/2/percentage,attributes/3/traitType,attributes/3/value,attributes/3/percentage,attributes/4/traitType,attributes/4/value,attributes/4/percentage,attributes/5/traitType,attributes/5/value,attributes/5/percentage,attributes/6/traitType,attributes/6/value,attributes/6/percentage,attributes/7/traitType,attributes/7/value,attributes/7/percentage,attributes/8/traitType,attributes/8/value,attributes/8/percentage,score,attributes/9/traitType,attributes/9/value,attributes/9/percentage
7212,6014,563486f4161a9ba6d167e6535967cfeb,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Widow,7.87,Stock,Shock Absorber,3.64,109.74124493020228,Weapon Type,SMG,15.81
6809,6015,0ec225e68e179d86e33b4c3b08c9f2a6,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Tusk,4.52,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,112.57958676422932,,,
5419,6016,3fedbda5cec0d6819978318bf3438088,Attack,10,28.78,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Axe,13.57,123.95117851286994,,,
5710,6017,3c081a519b432ef19be843b40b241f8a,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Stock,Marksman,3.64,121.38596737977635,Weapon Type,SMG,15.81
4135,6018,b04f474799ba363ca82d8befa7b791de,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Conical,7.86,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,137.22451115732713,,,
7448,6019,d3bc1cf0491349b3e08f5fbc2e494ecb,Attack,9,14.61,Barrel,Warhawk - Sidearm,4.45,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,7,7.57,Energy Type,HyperLight,20.07,Grip,Carved,6.94,Weapon Type,Sidearm,16.94,107.87434526870497,,,
7166,6020,af4d496ff5a4469e8bd786c82ce4380e,Attack,12,16.48,Barrel,Phaser,2.95,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,110.06720222222069,,,
8961,6021,fc2c8c4bff3e2a4ffc7b54b34b7a98d0,Attack,11,26.75,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,9,30.42,Energy Type,Valorite,10.09,Handle,Conical,7.86,Pomel,Link,9.40,Weapon Type,Knife,20.23,97.64327759044907,,,
9603,6022,81ca7f5b17393781f3186a361e41c9e7,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,92.29168350303556,,,
5224,6023,5a203c3b78b6cf1b9fbd897e20593238,Attack,12,16.48,Blade,Cyber Edge,1.85,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Caged,7.89,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,125.70585452603518,,,
9535,6024,2ad04d47dd6be07aea017babfb85bee9,Attack,11,26.75,Barrel,Ironside - Sidearm,4.39,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,93.14849157615414,,,
8905,6025,4ef4c5dcab5d6bfff7a83bdbfbf3d865,Attack,10,28.78,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,98.01192358353285,,,
5734,6026,4f1e7478167ca0a54b34bc34417f9c71,Attack,10,28.78,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,11,11.74,Energy Type,AntiMatter - Dark,5.73,Handle,Tusk,4.52,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,121.22536803881428,,,
2549,6027,1bd8c4249046f67614cfa57bd3b14ec9,Attack,12,16.48,Barrel,Scorpion,1.52,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Arch,7.06,Stock,Shock Absorber,3.64,159.51860168860784,Weapon Type,Rifle,10.21
3944,6028,34f3b0c00b8647673de65378521258a9,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,10,22.66,Energy Type,AntiMatter,13.39,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,139.2186389401927,,,
8855,6029,8b499cbed4671466ad83c5702ca3dc96,Attack,10,28.78,Blade,Maco,2.79,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Knife,20.23,98.33366192705351,,,
7625,6030,18fb85b4be9baff9b8223059f833347f,Attack,10,28.78,Blade,Falcon Wing,2.46,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Sword,16.20,106.64537951802176,,,
5176,6031,74fb3b0538d3b82ccd7bc63a1a8200c6,Attack,9,14.61,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Orical,7.42,Weapon Type,Sword,16.20,126.2488256048517,,,
3723,6032,29b4ccb54e79b93d599f648bb66f903a,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Circuit Board,1.75,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,141.74292664878732,,,
8784,6033,902112eafd9e51d61611c76c8cde6ae6,Attack,11,26.75,Blade,Straight Edge,3.31,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Orical,7.42,Weapon Type,Sword,16.20,98.71025446505041,,,
8504,6034,c18c638e4bfc4875c22d1a71be9f0ccc,Attack,10,28.78,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,Valorite,10.09,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,100.5493025726236,,,
5236,6035,6fc0525d51e26fe764055f9b50f59737,Attack,11,26.75,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Ivory,6.16,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Link,9.40,Weapon Type,Axe,13.57,125.5855402226765,,,
9910,6036,2293c3b4cbefa22d98e3f9e72f7e84a8,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,Helios - Charged,10.13,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,84.80053525244621,,,
4624,6037,1cc00d1ff492322c05f1e3ca650af852,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Orical,7.42,Weapon Type,Axe,13.57,132.1880529963643,,,
9712,6038,7e321eb4d9f71744d3c65bf3ce521b92,Attack,11,26.75,Barrel,Phaser,2.95,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Hollow Glow,8.05,Weapon Type,Sidearm,16.94,90.63187560525672,,,
4019,6039,dcdcf06e14db71846ec23d864f41f409,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Helix,2.05,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,138.38836509600068,,,
5600,6040,214de38254192ab4acd1f880c9a5c9dd,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Recurved,4.07,Stock,Circut,5.08,122.42337517616525,Weapon Type,SMG,15.81
5154,6041,67fb85bc2dbad56d29bb2b860110c3a3,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Silver Panels,3.76,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Serrated,4.85,Stock,Shock Absorber,3.64,126.58122148416054,Weapon Type,SMG,15.81
219,6042,3498fec3a36531cbecb801bbc1b53236,Attack,13,7.36,Barrel,Hyper Rail,0.44,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,12,4.18,Energy Type,AntiMatter,13.39,Grip,Hollow Glow,8.05,Weapon Type,Blaster,7.04,330.68081058347843,,,
9793,6043,4bbe7ae5ab72e74325088367d955c07f,Attack,10,28.78,Barrel,Brute - Sidearm,3.22,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Weapon Type,Sidearm,16.94,88.55727935413836,,,
453,6044,9a451a80f084687918a606c7a8bb079a,Attack,13,7.36,Blade,Wolf Fang,1.11,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,11,11.74,Energy Type,Helios,19.63,Handle,Chamber,0.97,Pomel,Omni,2.85,Weapon Type,Knife,20.23,278.1608657120972,,,
6200,6045,1685db093173fbf411a754f06b451592,Attack,11,26.75,Barrel,Warhawk - Blaster,2.20,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Blaster,7.04,117.29427718502477,,,
6798,6046,fc05085013242c36086af53d3b148699,Attack,11,26.75,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Knife,20.23,112.66178044134733,,,
2384,6047,40a3938f9ed030014df98a7a30ac99bf,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Striped,5.23,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Conical,7.86,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,163.35775074041572,,,
4042,6048,b8165e7bcd2b9e06351cd86be1602db1,Attack,12,16.48,Barrel,Warhawk - Rifle,2.58,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Valorite - Concentrated,5.15,Grip,Carved,6.94,Stock,Circut,5.08,138.06790388735166,Weapon Type,Rifle,10.21
697,6049,c0ea609352bc3504d47cc71848beeb72,Attack,9,14.61,Barrel,Warhawk - SMG,4.30,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Pearlescent,0.69,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Sheared,6.10,Stock,Shock Absorber,3.64,242.96828895853727,Weapon Type,SMG,15.81
2751,6050,174606561dfbe3b28c7b5a2e9df48287,Attack,12,16.48,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,12,4.18,Energy Type,Valorite,10.09,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Axe,13.57,156.12018185602105,,,
6623,6051,b8383a3af7064024c9d960e3f7226f62,Attack,9,14.61,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,113.81202327474728,,,
6393,6052,b3b765a08b5485bf7ba7baf7845ff410,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Ivory,6.16,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,115.64481391409458,,,
7135,6053,584b06ca3a4b1560bf23e1f50e0fc9cf,Attack,10,28.78,Blade,Hatchet,3.25,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,7,7.57,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,110.33825693059813,,,
863,6054,3fb19e7b5273e6008429e5ceccf7126e,Attack,12,16.48,Barrel,Eastwood,0.62,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Sheared,6.10,Weapon Type,Sidearm,16.94,229.21614691910534,,,
7899,6055,08b3041672c86944201a34b0230393bb,Attack,10,28.78,Barrel,Ironside - SMG,3.94,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Stock,Compact,4.30,104.64001328756952,Weapon Type,SMG,15.81
8710,6056,b1655659c351d4c07e22557c6bfc3131,Attack,11,26.75,Barrel,Warhawk - Sidearm,4.45,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,9,30.42,Energy Type,Valorite - Concentrated,5.15,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,99.15948877412227,,,
9066,6057,b9752a6d098f56605388ea032edf9e6e,Attack,9,14.61,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,97.03700728582308,,,
4424,6058,d191fb0b66d0216dc34a9bc80e344bb6,Attack,11,26.75,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Midnight Blue,6.35,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Tusk,4.52,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,134.10566092171814,,,
8047,6059,30e5106cf0ec0a9b0045f61b12a1d948,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Charged,5.52,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,103.75271382315748,,,
4403,6060,dff6883c464a48ae6723ae68f4d1d194,Attack,11,26.75,Blade,Broad Sword,1.49,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,134.30170337043674,,,
6779,6061,670f4187207dc61a4ecb1bbdecd963d0,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,112.74607775591413,,,
5903,6062,eaf2fedfd6f261c8f70ba4e0d4fa8f71,Attack,10,28.78,Barrel,Brute - SMG,3.74,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,Helios,19.63,Grip,Carved,6.94,Stock,Marksman,3.64,119.72928552655604,Weapon Type,SMG,15.81
6529,6063,10bf38020bb001c609f518efe2d574d3,Attack,11,26.75,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Army Green,5.81,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,114.50555802632668,,,
4943,6064,84bbbb4b058c209cdf23bf4a2c622ed2,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Silver Panels,3.76,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Handle,Encased,7.95,Pomel,Omni,2.85,Weapon Type,Sword,16.20,128.8301986547591,,,
5677,6065,bd0a25e5ed84eda1ce836143d73034c9,Attack,10,28.78,Barrel,Front Line,2.13,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Hollow Glow,8.05,Stock,Circut,5.08,121.76834319585161,Weapon Type,SMG,15.81
2703,6066,3c2d9dadb23925bc5b555a67074292f9,Attack,8,2.94,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Gold Plated,2.22,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,156.8827559854956,,,
6057,6067,cd1a54f96140309deb6540c66d4f175b,Attack,10,28.78,Barrel,Ironside - Sidearm,4.39,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,AntiMatter,13.39,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,118.58636987853268,,,
9373,6068,34c86f1e258173f5c7cadc8bf27d6a2c,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Light Camo,5.36,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Encased,7.95,Pomel,Icosa,8.33,Weapon Type,Knife,20.23,94.9190653269722,,,
747,6069,ed9bee185fd0178480cda743821fcb2c,Attack,10,28.78,Blade,Muramasa,0.58,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,11,11.74,Energy Type,HyperLight,20.07,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,239.5193751019346,,,
8159,6070,3909d1cf84057676dd23bc7cf6186fc4,Attack,10,28.78,Blade,Twin Ultima,2.79,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Helios - Charged,10.13,Handle,Ladder Grip,8.14,Pomel,Icosa,8.33,Weapon Type,Sword,16.20,102.98478753277152,,,
7305,6071,3ce52e172c7ff1d69ccae1693f0f501e,Attack,10,28.78,Blade,Breaker,3.11,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,11,11.74,Energy Type,Valorite,10.09,Handle,Charged,5.52,Pomel,Goldberg,9.00,Weapon Type,Sword,16.20,109.00141863362191,,,
4773,6072,f2538a89c55903968bc8624e1242dd7a,Attack,11,26.75,Barrel,Brute - Rifle,2.10,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Carbon Fiber,5.28,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Arch,7.06,Stock,Fixed Hollow,5.03,130.6263346378148,Weapon Type,Rifle,10.21
3931,6073,69646a49b85f968647b266d986b82836,Attack,11,26.75,Barrel,Mustang,1.30,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,10,22.66,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,139.36367397046934,,,
3592,6074,1aced1e891dedc132ef60c0da0d585fb,Attack,12,16.48,Barrel,Brute - SMG,3.74,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,11,11.74,Energy Type,Valorite - Concentrated,5.15,Grip,Arch,7.06,Stock,Marksman,3.64,143.37919188553977,Weapon Type,SMG,15.81
4813,6075,742e0176ab6384bc4511fabb0cb74d15,Attack,10,28.78,Blade,Ripper,3.22,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,Helios,19.63,Handle,Ladder Grip,8.14,Pomel,Gyroscope,1.98,Weapon Type,Knife,20.23,130.18916644015076,,,
719,6076,fa253ac02cb460726e1cd8e483d0a18c,Attack,11,26.75,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Gold,0.64,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Charged,5.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,241.4327054430589,,,
1853,6077,9b2066e8b43eb1346873cd788f2e3fa5,Attack,13,7.36,Blade,Hephaestus,1.28,Category,Bladed,50.00,Color Scheme,Tech Lines,3.96,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Bolstered,3.60,Pomel,Orical,7.42,Weapon Type,Axe,13.57,178.3626519006924,,,
5521,6078,c99f141e0618b12521053b694847a9d2,Attack,11,26.75,Barrel,Warhawk - Blaster,2.20,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Army Green,5.81,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Hollow Glow,8.05,Weapon Type,Blaster,7.04,123.10332508725054,,,
5223,6079,d5f2bc367665ee58319ab3d73ea831ce,Attack,12,16.48,Barrel,Ironside - Blaster,1.76,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Scratched White Paint,5.66,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Grip,Widow,7.87,Weapon Type,Blaster,7.04,125.70622446380257,,,
2819,6080,2ef251f123d03446829307a5508d9994,Attack,13,7.36,Barrel,Ironside - Blaster,1.76,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Luminescent,3.61,Defense,8,22.62,Energy Type,Helios,19.63,Grip,Serrated,4.85,Weapon Type,Blaster,7.04,154.7961483888056,,,
3084,6081,cc4d2b1d634dbb6be106181c0cc6372f,Attack,8,2.94,Blade,Hollow Point,3.42,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,7,7.57,Energy Type,HyperLight,20.07,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Knife,20.23,150.47987096000165,,,
3381,6082,6ccc45e0897fbaf37dc1af11fb48ad6a,Attack,11,26.75,Blade,Broad Sword,1.49,Category,Bladed,50.00,Color Scheme,Dark Camo,5.21,Defense,9,30.42,Energy Type,HyperLight,20.07,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Sword,16.20,146.02177545413153,,,
9039,6083,e8f9fe4aed250b9673d26becf3ccd89d,Attack,11,26.75,Barrel,Brute - Sidearm,3.22,Cartridge,Hexdrum,9.66,Category,Firearm,50.00,Color Scheme,Dark Camo,5.21,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Grip,Arch,7.06,Weapon Type,Sidearm,16.94,97.18164352997222,,,
5983,6084,b79d5c041c0d339551335721c8366c95,Attack,11,26.75,Blade,Battle Axe,2.96,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,Helios,19.63,Handle,Encased,7.95,Pomel,Beacon,3.71,Weapon Type,Axe,13.57,119.14105869128535,,,
4640,6085,fae928d1efff45f78d9ed321df55cef1,Attack,11,26.75,Barrel,Warhawk - Rifle,2.58,Cartridge,Mono Chamber,20.10,Category,Firearm,50.00,Color Scheme,Midnight Blue,6.35,Defense,9,30.42,Energy Type,AntiMatter - Dark,5.73,Grip,Sheared,6.10,Stock,Fixed Hollow,5.03,132.0289591376091,Weapon Type,Rifle,10.21
5172,6086,d001e201c5e39252bbb61c282187b03b,Attack,11,26.75,Blade,Guillotine,1.58,Category,Bladed,50.00,Color Scheme,Scratched Black Paint,6.06,Defense,9,30.42,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,126.32623739269745,,,
5504,6087,777398c85151542f3cc58ecd1f17cc38,Attack,11,26.75,Barrel,Ironside - SMG,3.94,Cartridge,Reactor,5.05,Category,Firearm,50.00,Color Scheme,Tech Lines,3.96,Defense,9,30.42,Energy Type,Helios,19.63,Grip,Widow,7.87,Stock,Circut,5.08,123.27171871638242,Weapon Type,SMG,15.81
4437,6088,4326cb27a1af0fde6cb0d4bf4449579e,Attack,10,28.78,Barrel,Phaser,2.95,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Rubber,4.31,Defense,10,22.66,Energy Type,HyperLight,20.07,Grip,Flintlock,2.02,Weapon Type,Sidearm,16.94,133.9792183808337,,,
4897,6089,f95601319e3ca4b79623db3d1054de79,Attack,13,7.36,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Rusty,5.91,Defense,10,22.66,Energy Type,Valorite,10.09,Handle,Bolstered,3.60,Pomel,Orical,7.42,Weapon Type,Knife,20.23,129.26120025213632,,,
2732,6090,9ee05e9f90917b31012e6691f12f2e0c,Attack,12,16.48,Blade,Halberd,1.60,Category,Bladed,50.00,Color Scheme,Scratched White Paint,5.66,Defense,10,22.66,Energy Type,AntiMatter - Dark,5.73,Handle,Bolstered,3.60,Pomel,Goldberg,9.00,Weapon Type,Axe,13.57,156.3589609807517,,,
8224,6091,59f7aad505701766ccb807b03373b48f,Attack,10,28.78,Blade,Vulture,3.15,Category,Bladed,50.00,Color Scheme,Rubber,4.31,Defense,8,22.62,Energy Type,HyperLight - Focused,15.74,Handle,Caged,7.89,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,102.55031839789038,,,
7620,6092,9521331fd80698f98139c714f48f1394,Attack,10,28.78,Blade,Rose Thorn,3.05,Category,Bladed,50.00,Color Scheme,Sandstorm,5.70,Defense,9,30.42,Energy Type,Helios - Charged,10.13,Handle,Tusk,4.52,Pomel,Link,9.40,Weapon Type,Knife,20.23,106.66970475962692,,,
536,6093,a6ac4c28a277fa73689e6939212629c4,Attack,14,2.42,Blade,The Butcher,2.76,Category,Bladed,50.00,Color Scheme,Tech Panels,5.19,Defense,12,4.18,Energy Type,Valorite - Concentrated,5.15,Handle,Chamber,0.97,Pomel,Spiral,7.28,Weapon Type,Knife,20.23,263.9351425213199,,,
8005,6094,37318958c4452ca41826abbea6c7d7cc,Attack,10,28.78,Barrel,Phaser,2.95,Cartridge,Reinforced,15.15,Category,Firearm,50.00,Color Scheme,Tech Panels,5.19,Defense,9,30.42,Energy Type,HyperLight,20.07,Grip,Recurved,4.07,Weapon Type,Sidearm,16.94,103.9845073574765,,,
